,name,rgg,RGG_length,charge_RGG,lambda_RGG,NCPR_RGG,SCD_RGG,SHD_RGG,tad,TAD_length,charge_TAD,lambda_TAD,NCPR_TAD,SCD_TAD,SHD_TAD,Average_lambda,Min_lambda,Average_sigma,Average_charge,Opposite_Charge_Number,Average_NCPR,Charge_Complementarity,Total_Length,Average_Interaction,Average_SCD,Average_Aromatics,Average_SHD,B22_corr1_log10,B22_corr2_log10,B22_corr2_log10_no_pos,B22,Corrected_B22_Hummer,Corrected_B22_Ganguly
293,P62318_3_1__Q9UJU2_14_65,P62318_3_1,33,8,15.53322301993759,0.24242424242424243,2.709342964789896,2.897190334178798,Q9UJU2_14_65,52,-12,16.30124487158318,-0.23076923076923078,5.109533700057079,2.2112179079003886,0.3920946030882866,0.31348547829967655,24.124,-2.0,96,0.0058275058275058245,-6.0,85,-0.5507338046331935,3.9094383324234876,0.0,2.5542041210395934,3.6214704205444357,3.606880600110378,3.606880600110378,-3285.5800619201327,-4182.831987416317,-4044.646775811133
294,P62995_3_1__Q8TEK3_141_162,P62995_3_1,29,0,18.030003040394345,0.0,-0.38461942719369013,3.6662612551442204,Q8TEK3_141_162,22,-6,8.16187480719614,-0.2727272727272727,1.7687310668503875,1.9442629533308073,0.4963592760951126,0.3709943094180064,14.727999999999998,-3.0,0,-0.13636363636363635,3.0,51,-0.7704956601021542,0.6920558198283486,0.0,2.8052621042375137,2.885897060642326,2.5880814938777497,2.5880814938777497,-318.6541288253511,-768.9481574937543,-387.33031931573106
295,P67809_3_1__O15156_301_316,P67809_3_1,20,8,13.07094993087337,0.4,3.646546552496054,3.427168495614987,O15156_301_316,16,-7,4.142384671180834,-0.4375,2.880482859903405,1.2508865838261565,0.45622326924623535,0.25889904194880214,10.572999999999999,0.5,56,-0.01874999999999999,-6.5,36,-0.7111843928765222,3.2635147061997296,0.0,2.3390275397205715,3.768689905882027,3.7112847139030203,3.7112847139030203,-4177.929355981777,-5870.700242241631,-5143.807577733438
296,P78332_1_1__Q9UL68_1056_1076,P78332_1_1,42,-1,20.09531516187274,-0.023809523809523808,-0.26693232983648063,3.2405031576900813,Q9UL68_1056_1076,21,-6,5.955313928886725,-0.2857142857142857,1.5170601438601534,1.4356129955514374,0.3810231311862642,0.28358637756603455,18.121,-3.5,-6,-0.15476190476190477,3.5,63,-0.5748993347578853,0.6250639070118365,0.0,2.3380580766207593,2.728646681316386,1.6114726919580824,1.6114726919580824,-53.913284672629196,-535.3609393693516,-40.876404859152366
297,P78358_1_1__Q9NYW8_55_70,P78358_1_1,31,4,14.984194335163656,0.12903225806451613,0.6033134565826164,2.9328349716450495,Q9NYW8_55_70,16,-2,7.145277148699273,-0.125,-0.08548252969294912,2.058467252565264,0.4649704646898145,0.4465798217937046,12.652999999999999,1.0,8,0.0020161290322580627,-1.0,47,-0.6025884566385483,0.2589154634448336,0.0,2.4956511121051568,2.832645696868824,2.6487724588836676,2.6487724588836676,-358.6511582317651,-680.214204609006,-445.4228156361154
298,P78364_1_1__Q9ULD9_583_604,P78364_1_1,19,0,8.16868613263401,0.0,-0.3907316620809029,2.1898202397025286,Q9ULD9_583_604,22,-6,6.832932549024684,-0.2727272727272727,1.3814643110588951,1.6290960508210743,0.37025934611174305,0.3105878431374856,11.582,-3.0,0,-0.13636363636363635,3.0,41,-0.5020667426209044,0.4953663244889961,0.0,1.9094581452618016,2.645077741661612,0.16418523321011685,0.16418523321011685,-11.507307567897238,-441.6494985372903,-1.459436599481819
299,P79522_1_1__Q03112_178_193,P79522_1_1,51,8,28.770413677549776,0.1568627450980392,2.263073421204544,4.004048300600497,Q03112_178_193,16,-4,5.619519346191793,-0.25,0.9115810124532127,1.7632921684205998,0.45767285876015795,0.35121995913698706,19.081,2.0,32,-0.04656862745098039,-2.0,67,-0.6751399842329885,1.5873272168288783,0.0,2.8836702345105487,3.1743160980855505,3.0558303293594324,3.0558303293594324,-975.2128580422653,-1493.8813246555326,-1137.182923165715
300,P86478_1_1__O75461_149_164,P86478_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,O75461_149_164,16,-5,4.287330394450935,-0.3125,1.300645383481018,1.2527058329346692,0.4022589140816687,0.26795814965318343,13.85,2.5,50,-0.004734848484848481,-2.5,49,-0.586878706554892,2.463458328802138,0.0,2.3122011564563567,3.66171099374615,3.5995554549352144,3.5995554549352144,-3272.8207103357863,-4588.925358950139,-3976.998754131508
301,P86478_1_1__Q9H2S9_288_304,P86478_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q9H2S9_288_304,17,-4,6.8324203527287395,-0.23529411764705882,0.759971941447121,1.9373296726249118,0.46923337904121637,0.4019070795722788,14.181,3.0,40,0.03386809269162211,-1.0,50,-0.6865681631046094,2.1931216077851894,0.0,2.6545130763014777,3.433059608265351,3.324155446909222,3.324155446909222,-1748.5183044687606,-2710.5636396316563,-2109.383025738351
302,P86479_1_1__Q13127_72_88,P86479_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q13127_72_88,17,-4,6.667401441996477,-0.23529411764705882,0.9216293329141202,1.9651712388040716,0.46437988166673805,0.39220008482332214,14.072,3.0,40,0.03386809269162211,-1.0,50,-0.659524553676326,2.273950303518689,0.0,2.6684338593910577,3.5520499288742835,3.4662595823206255,3.4662595823206255,-2456.4247615227996,-3564.9211535818663,-2925.900696519823
303,P86480_1_1__P86452_928_944,P86480_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,P86452_928_944,17,-2,7.899054033623922,-0.11764705882352941,-0.18895348884958862,2.2632677433613324,0.5006049578910747,0.4646502372719954,14.358,4.0,20,0.09269162210338681,2.0,50,-0.7694045016064458,1.7186588926368347,0.0,2.817482111669688,3.343586534675218,3.1841053832628257,3.1841053832628257,-1316.87915784389,-2205.903626521308,-1527.936773121382
304,P86480_1_1__Q13129_498_513,P86480_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q13129_498_513,16,-5,6.276849939386879,-0.3125,1.5953865877997686,1.9087589993883236,0.46443139986091697,0.39230312121167993,13.86,2.5,50,-0.004734848484848481,-2.5,49,-0.6745160400067036,2.6108289309615134,0.0,2.640227739683184,3.681601704463048,3.601207582992502,3.601207582992502,-3272.1705978145956,-4803.985683324094,-3992.1567287741977
305,P86481_1_1__Q9NZI7_36_58,P86481_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q9NZI7_36_58,23,-4,8.711757933620937,-0.17391304347826086,0.6959770641567655,2.071245810837726,0.4576658812903147,0.3787720840704755,15.823999999999998,3.0,40,0.06455862977602109,-1.0,56,-0.6548200732797474,2.161124169140012,0.0,2.721471145407885,3.595655153548844,3.5284308241813482,3.5284308241813482,-2778.225363715268,-3941.4421218971233,-3376.2206683270197
306,P86481_1_1__Q9Y2K1_494_509,P86481_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q9Y2K1_494_509,16,-5,5.991303030642306,-0.3125,1.5879386554194765,1.842523362393685,0.455508058962649,0.3744564394151441,13.98,2.5,50,-0.004734848484848481,-2.5,49,-0.6897374716757673,2.6071049647713673,0.0,2.6071099211858644,3.654759572535342,3.6226362445941165,3.6226362445941165,-3393.1166727704426,-4516.058640313835,-4194.075503921561
307,P86496_1_1__P35716_353_367,P86496_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,P35716_353_367,15,-5,5.556288864937154,-0.3333333333333333,1.2392374393880947,1.6619256694544549,0.45348946808631546,0.37041925766247696,13.462,2.5,50,-0.015151515151515138,-2.5,48,-0.6384023867315803,2.432754356755676,0.0,2.5168110747162493,3.7829274551086756,3.731479582747607,3.731479582747607,-4392.850950172893,-6066.34988339815,-5388.64511430958
308,P86496_1_1__Q9Y458_81_100,P86496_1_1,33,10,17.706469390835082,0.30303030303030304,3.626271274123258,3.371696479978044,Q9Y458_81_100,20,-5,6.938266638720639,-0.25,1.271323709298474,1.7678150730162958,0.44173650522309293,0.3469133319360319,14.927,2.5,50,0.02651515151515152,-2.5,53,-0.6150682033147024,2.4487974917108657,0.0,2.56975577649717,3.623663526860674,3.5292149682001135,3.5292149682001135,-2823.0957515585146,-4204.007932866252,-3382.3221382955026
309,P98175_1_1__Q99814_491_510,P98175_1_1,15,2,8.750314058413045,0.13333333333333333,-0.27184066926351524,2.6948908473816378,Q99814_491_510,20,-4,6.635415669343604,-0.2,0.8157589369391476,1.7315585857314761,0.4575625270140249,0.3317707834671802,10.225999999999999,-1.0,8,-0.03333333333333334,-1.0,35,-0.7080108259000123,0.27195913383781617,0.0,2.213224716556557,2.793798532945878,2.5051185749833373,2.5051185749833373,-275.2455101098645,-622.0116701049708,-319.976862003062
310,P98179_3_1__P82094_480_496,P98179_3_1,30,5,16.77263169733209,0.16666666666666666,0.7984649222391081,3.42384472094828,P82094_480_496,17,-2,6.001714246404075,-0.11764705882352941,-0.03806014434162237,1.7242083979029104,0.4560648688693802,0.35304201449435735,13.005999999999998,1.5,10,0.024509803921568624,-0.5,47,-0.631283297836677,0.38020238894874286,0.0,2.574026559425595,2.8623197849354614,2.429598912916893,2.429598912916893,-253.83448555407594,-728.3158894583396,-268.9050219055575
311,Q00536_1_1__O15370_57_72,Q00536_1_1,15,2,8.086766661554357,0.13333333333333333,0.07975077121876085,2.5342834687746945,O15370_57_72,16,-1,5.942253149394931,-0.0625,-0.29733949734480236,1.8179303139059908,0.45525429963707015,0.3713908218371832,9.012,0.5,2,0.035416666666666666,-0.5,31,-0.6926419422534482,-0.10879436306302076,0.0,2.1761068913403427,2.766694347924493,2.5239281417988426,2.5239281417988426,-262.6823665159712,-584.378659577422,-334.13974881520943
312,Q00839_5_1__Q9H0D2_1329_1346,Q00839_5_1,12,3,6.9040500298009935,0.25,0.63620113459733,2.4800339161084706,Q9H0D2_1329_1346,18,-3,7.091877578427828,-0.16666666666666666,0.1837642000916389,1.868437126882779,0.48466535064248106,0.393993198801546,8.603,0.0,9,0.04166666666666667,-3.0,30,-0.6969678701539225,0.4099826673444844,0.0,2.174235521495625,2.884586747248639,2.3146756432080213,2.3146756432080213,-195.4128062423689,-766.6316541167328,-206.38381837068783
313,Q01081_2_1__A6NHT5_163_180,Q01081_2_1,14,3,8.767762103456272,0.21428571428571427,0.37343062962605067,2.8241010160112974,A6NHT5_163_180,18,-5,4.78956960401105,-0.2777777777777778,1.3143255752219962,1.344391382278324,0.4461779609491421,0.2660872002228361,8.936,-1.0,15,-0.03174603174603176,-2.0,32,-0.5938126886297095,0.8438781024240234,0.0,2.0842461991448107,2.988791983100155,2.7333523497867396,2.7333523497867396,-470.530367188094,-974.5227523058431,-541.1932232564781
314,Q01081_2_1__O14978_14_29,Q01081_2_1,14,3,8.767762103456272,0.21428571428571427,0.37343062962605067,2.8241010160112974,O14978_14_29,16,-3,5.561575921769746,-0.1875,0.18933373192854389,1.60813453850806,0.48693360839302857,0.34759849511060914,8.401,0.0,9,0.013392857142857137,-3.0,30,-0.6674577996954986,0.28138218077729726,0.0,2.2161177772596785,2.943754434554401,2.654851182516517,2.654851182516517,-360.95707249099553,-878.5256269329345,-451.7011357195855
315,Q01081_2_1__Q8IWI9_2920_2942,Q01081_2_1,14,3,8.767762103456272,0.21428571428571427,0.37343062962605067,2.8241010160112974,Q8IWI9_2920_2942,23,-2,7.2759222169828135,-0.08695652173913043,-0.2140455015711752,1.7693596875796984,0.471306582946046,0.31634444421664404,10.357000000000001,0.5,6,0.06366459627329192,-1.5,37,-0.623952735604066,0.07969256402743774,0.0,2.296730351795498,2.79938894917057,1.985208919677662,1.985208919677662,-69.86916700410912,-630.0702139265153,-96.65157147163256
316,Q01094_2_1__Q14494_171_187,Q01094_2_1,14,4,7.180630898015886,0.2857142857142857,0.8647388565911113,2.3706343643888443,Q14494_171_187,17,-4,6.9835456227864485,-0.23529411764705882,0.8384293388283135,2.0827440687860723,0.46184950417075704,0.4107968013403793,8.835,0.0,16,0.02521008403361344,-4.0,31,-0.669356575640921,0.8515840977097124,0.0,2.2266892165874586,3.0266609101458957,2.798006785133324,2.798006785133324,-534.5314951215489,-1063.312477465616,-628.0681712635485
317,Q01094_2_1__Q9NPC7_200_216,Q01094_2_1,14,4,7.180630898015886,0.2857142857142857,0.8647388565911113,2.3706343643888443,Q9NPC7_200_216,17,-4,5.868759743598487,-0.23529411764705882,0.8976851485266242,1.6886939007859876,0.4290616841946405,0.3452211613881463,8.697,0.0,16,0.02521008403361344,-4.0,31,-0.5925574416072754,0.8812120025588677,0.0,2.029664132587416,2.990429885181706,2.625288218876458,2.625288218876458,-360.1444813231472,-978.2050153988475,-421.9764545599659
318,Q01804_7_1__Q96BR9_366_383,Q01804_7_1,28,6,16.68356153518057,0.21428571428571427,1.2944195834673284,3.4799606621052313,Q96BR9_366_383,18,-5,6.472335582427545,-0.2777777777777778,1.4955344104283594,1.8591154166612265,0.4777078412115293,0.3595741990237525,13.222999999999999,0.5,30,-0.03174603174603176,-4.5,46,-0.7085707166612185,1.394976996947844,0.0,2.669538039383229,3.294742985314696,3.158439620652893,3.158439620652893,-1226.942776941551,-1971.2558052512304,-1440.255759606737
319,Q01844_1_1__O43313_588_602,Q01844_1_1,42,6,24.89936000497413,0.14285714285714285,1.1711215821473948,4.005838311350687,O43313_588_602,15,-3,6.332253986622139,-0.2,0.39091355367708486,1.929344407323616,0.507496085327573,0.4221502657748093,15.615,1.5,18,-0.02857142857142858,-1.5,57,-0.6913392627760758,0.7810175679122399,0.0,2.9675913593371517,3.0211491865587448,2.702110278160471,2.702110278160471,-416.11586285389694,-1049.9030238847133,-503.62847633733884
320,Q01955_1_1__P54845_13_29,Q01955_1_1,15,2,7.613953037773981,0.13333333333333333,0.11547005383792515,2.3500737651638794,P54845_13_29,17,-2,6.177634241139943,-0.11764705882352941,-0.0489727856871251,1.805573623020493,0.4354935593318761,0.36339024947882015,9.054,0.0,4,0.00784313725490196,-2.0,32,-0.6063079405968321,0.033248634075400026,0.0,2.0778236940921864,2.72038563286574,0.7244682676505593,1.8434446306994698,49.29206166268255,-525.2736712958304,69.73400855650934
321,Q01955_1_1__Q9NZC4_208_231,Q01955_1_1,15,2,7.613953037773981,0.13333333333333333,0.11547005383792515,2.3500737651638794,Q9NZC4_208_231,24,-2,10.669353722235776,-0.08333333333333333,0.028552250402724817,2.487544260807617,0.4760766371390447,0.44455640509315736,11.187999999999999,0.0,4,0.025,-2.0,39,-0.6721439158739804,0.07201115212032498,0.0,2.418809012985748,2.795079373038611,2.311503586042841,2.311503586042841,-164.29218441278567,-623.8488416593646,-204.88189673316907
322,Q01955_1_2__Q9NRM2_321_340,Q01955_1_2,18,2,9.383422294251282,0.1111111111111111,0.13608276348795434,2.6326521150079873,Q9NRM2_321_340,20,-3,7.686692455718896,-0.15,0.019497932149412943,1.9289235353050251,0.45281793067773024,0.3843346227859448,10.649999999999999,-0.5,6,-0.019444444444444445,-1.5,38,-0.6135233116766551,0.07779034781868364,0.0,2.2807878251565064,2.8246670907123494,0.7244682676505593,1.9078870583348688,58.92946650068429,-667.8317935365188,80.8885514840525
323,Q02318_1_1__P18848_83_99,Q02318_1_1,16,3,9.084143771733352,0.1875,0.42677669529663687,2.685984875572023,P18848_83_99,17,-4,5.870406006541657,-0.23529411764705882,0.8516370221124661,1.6719244697558457,0.4565384930590689,0.34531800038480337,9.617,-0.5,12,-0.02389705882352941,-2.5,33,-0.7202386418674255,0.6392068587045514,0.0,2.1789546726639344,2.9654851518605216,2.8062445041549657,2.8062445041549657,-536.9719987006245,-923.6026107335401,-640.0951022396491
324,Q02388_5_10__P04198_8_23,Q02388_5_10,39,0,17.944816280579925,0.0,-0.34068154132493117,3.0193904567811063,P04198_8_23,16,-2,7.1991294002218496,-0.125,-0.1115901857116917,2.1230189608812617,0.4550345409438549,0.4499455875138656,15.206,-1.0,0,-0.0625,1.0,55,-0.6087849143815196,-0.22613586351831144,0.0,2.571204708831184,2.7621043054526924,1.4901056712373326,1.4901056712373326,-49.91656439662759,-578.2349066683533,-30.910474454613574
325,Q02388_5_11__O43524_600_646,Q02388_5_11,18,1,7.120691359702659,0.05555555555555555,-0.21756812957320326,2.0406914519006674,O43524_600_646,47,-10,20.4180971192006,-0.2127659574468085,3.377544350543423,2.9673962891025405,0.4150107813543946,0.3955939644279255,18.45,-4.5,10,-0.07860520094562648,3.5,65,-0.5585079471504766,1.57998811048511,0.0,2.504043870501604,2.924161330579712,2.4268789092130514,2.4268789092130514,-243.43785015508348,-839.7718848504288,-267.22612199879063
326,Q02388_5_11__Q9UJW8_43_61,Q02388_5_11,18,1,7.120691359702659,0.05555555555555555,-0.21756812957320326,2.0406914519006674,Q9UJW8_43_61,19,-4,6.586185665823266,-0.21052631578947367,0.7968344278069667,1.8138448442405781,0.37111765763036453,0.3466413508328035,10.39,-1.5,4,-0.07748538011695906,0.5,37,-0.49713186865380227,0.2896331491168817,0.0,1.9272681480706226,2.715898953564061,2.3049694409146464,2.3049694409146464,-151.50299473463616,-519.8750241698519,-201.82243465421072
327,Q02388_5_13__P42224_151_169,Q02388_5_13,33,0,14.862626720567864,0.0,-0.4095142211122969,2.7853541693789348,P42224_151_169,19,-5,5.588472579333086,-0.2631578947368421,1.1378234811050718,1.5668254141331306,0.3722563818251844,0.2941301357543729,14.568999999999999,-2.5,0,-0.13157894736842105,2.5,52,-0.5159503895231603,0.3641546299963875,0.0,2.1760897917560325,2.7035198548841044,2.220113895883854,2.220113895883854,-107.50552782190762,-505.2657439291831,-166.00221994189963
328,Q02388_5_13__Q16236_16_33,Q02388_5_13,33,0,14.862626720567864,0.0,-0.4095142211122969,2.7853541693789348,Q16236_16_33,18,-4,8.004159565661187,-0.2222222222222222,0.7918499311156294,2.2555058896406273,0.4475290796608087,0.4446755314256215,14.239,-2.0,0,-0.1111111111111111,2.0,51,-0.6280920952477651,0.19116785500166625,0.0,2.520430029509781,2.8100939326249956,1.714742880388423,1.714742880388423,-49.90559270553915,-645.7938913105668,-51.84929795702412
329,Q02388_5_14__Q96NX9_556_574,Q02388_5_14,30,3,14.849255902892573,0.1,0.1839499232086732,2.9703069286497095,Q96NX9_556_574,19,-2,8.426668130670938,-0.10526315789473684,-0.36421438803356265,2.192343036865965,0.46924202287288336,0.44350884898268095,13.716999999999999,0.5,6,-0.0026315789473684154,-1.5,49,-0.6338894823569579,-0.09013223241244472,0.0,2.5813249827578373,2.77312245753079,2.1724811086574474,2.1724811086574474,-135.47522846290138,-593.0925346455239,-148.75826644272226
330,Q02388_5_2__O15156_301_316,Q02388_5_2,41,2,19.801814180767806,0.04878048780487805,0.020412220894498512,3.16018897719095,O15156_301_316,16,-7,4.142384671180834,-0.4375,2.880482859903405,1.2508865838261565,0.37093505976425234,0.25889904194880214,15.532999999999998,-2.5,14,-0.19435975609756098,0.5,57,-0.4760981495669459,1.4504475403989519,0.0,2.2055377805085534,2.754348838311382,2.2087485256922124,2.2087485256922124,-157.87398977692143,-568.0006573354791,-161.7143374181756
331,Q02388_5_2__O94916_592_606,Q02388_5_2,41,2,19.801814180767806,0.04878048780487805,0.020412220894498512,3.16018897719095,O94916_592_606,15,-1,6.591833161094986,-0.06666666666666667,-0.14308429132946485,2.0833968127435036,0.4612133108263508,0.439455544072999,15.387999999999998,0.5,2,-0.008943089430894308,-0.5,56,-0.6189503238704589,-0.06133603521748317,0.0,2.6217928949672267,2.6259210222815366,0.7244682676505593,1.8179284113158478,51.68152360761235,-422.5917577335887,65.75494386052827
332,Q02388_5_2__Q6P1N0_24_44,Q02388_5_2,41,2,19.801814180767806,0.04878048780487805,0.020412220894498512,3.16018897719095,Q6P1N0_24_44,21,-7,7.184936006057415,-0.3333333333333333,2.5898852605313047,1.8088608755822075,0.4125554436959802,0.34213980981225783,16.979,-2.5,14,-0.14227642276422764,0.5,62,-0.531731216626532,1.3051487407129017,0.0,2.484524926386579,2.8343115206091163,2.5139809398949264,2.5139809398949264,-271.4735620594499,-682.828313118117,-326.57349935885816
333,Q02388_5_3__P32243_63_78,Q02388_5_3,36,1,16.28670434610539,0.027777777777777776,-0.14413709164008884,2.8789073249955646,P32243_63_78,16,-1,6.424117127604365,-0.0625,-0.22984448356094495,1.905333305761833,0.426957887266878,0.4015073204752728,14.442,0.0,1,-0.017361111111111112,-1.0,52,-0.6004915359590005,-0.1869907876005169,0.0,2.3921203153786985,2.7244629522526553,1.7988208038953355,1.7988208038953355,-81.11745297938938,-530.2283592564852,-62.92464931967438
334,Q02388_5_3__Q12857_129_144,Q02388_5_3,36,1,16.28670434610539,0.027777777777777776,-0.14413709164008884,2.8789073249955646,Q12857_129_144,16,-1,7.57785062898201,-0.0625,-0.09118398917387444,2.29761679169639,0.4630120591849294,0.4524084540584831,14.399000000000001,0.0,1,-0.017361111111111112,-1.0,52,-0.6343105262384342,-0.11766054040698164,0.0,2.5882620583459772,2.6490164035351556,1.9277062946340349,1.9277062946340349,-72.30102617668577,-445.6730813905575,-84.66546435305388
335,Q02388_5_5__Q96JM2_381_397,Q02388_5_5,21,3,9.35477356900705,0.14285714285714285,0.33428480101292396,2.4215747186871583,Q96JM2_381_397,17,-6,5.772817116907095,-0.35294117647058826,1.8311786736353404,1.607866873276393,0.392521442756539,0.33957747746512323,10.566,-1.5,18,-0.1050420168067227,-1.5,38,-0.5177312048761519,1.082731737324132,0.0,2.0147207959817757,3.0415405161492894,2.8462053877773252,2.8462053877773252,-611.3390319126977,-1100.3744965143999,-701.7871111025846
336,Q02388_5_8__Q17RP2_334_357,Q02388_5_8,34,0,16.38524945427503,0.0,-0.13803300390055603,2.9705356010297996,Q17RP2_334_357,24,-4,7.510406478461918,-0.16666666666666666,0.17900652414735063,1.6866066839979783,0.39742635243278546,0.3129336032692466,16.242,-2.0,0,-0.08333333333333333,2.0,58,-0.5491533924731982,0.0204867601233973,0.0,2.328571142513889,2.64728609915826,0.7244682676505593,1.4939944711821618,-1.1238614317354603,-443.9009752370207,31.1884987909347
337,Q04637_1_1__Q96F45_160_175,Q04637_1_1,25,2,13.404879588205432,0.08,0.05046932259774218,3.010077478863195,Q96F45_160_175,16,-1,6.4121043981576005,-0.0625,-0.23961653568975883,1.8163685539996264,0.46847585420653365,0.40075652488485003,11.283999999999999,0.5,2,0.00875,-0.5,41,-0.6086831771786402,-0.09457360654600833,0.0,2.413223016431411,2.7077955954527937,2.16193210453124,2.16193210453124,-131.49687410084795,-510.2647828069938,-145.18846193255067
338,Q04637_3_1__P13056_577_593,Q04637_3_1,32,1,14.026074873327804,0.03125,-0.2156461047169939,2.659963524380059,P13056_577_593,17,-1,6.675979143688734,-0.058823529411764705,-0.20987351676280683,1.9434473604902058,0.41550974765129794,0.392704655511102,14.172999999999998,0.0,1,-0.013786764705882353,-1.0,49,-0.6388623578262381,-0.21275981073990036,0.0,2.301705442435132,2.65779835003614,2.2909048035615625,2.2909048035615625,-185.11605053354705,-454.7768508602987,-195.39111156180448
339,Q04637_3_1__Q9Y222_154_173,Q04637_3_1,32,1,14.026074873327804,0.03125,-0.2156461047169939,2.659963524380059,Q9Y222_154_173,20,-1,9.338909505264866,-0.05,-0.43392861352514017,2.394236601987342,0.45263015752736857,0.4383148397914939,15.163,0.0,1,-0.009375000000000001,-1.0,52,-0.7085244899231166,-0.32478735912106704,0.0,2.5271000631837004,2.6804310018576745,0.7244682676505593,0.7244682676505593,-5.908109023026981,-479.1053294362331,-5.302348488437912
340,Q05215_1_1__Q15329_298_317,Q05215_1_1,34,6,14.761275381614078,0.17647058823529413,1.100011070493949,2.748038704664648,Q15329_298_317,20,-3,9.421329471989194,-0.15,-0.03427954833159523,2.40272077260564,0.4526108159411134,0.434155158282767,15.440999999999999,1.5,18,0.013235294117647067,-1.5,54,-0.6791562226639071,0.5328657610811769,0.0,2.575379738635144,3.0275878126218667,2.8337405379359852,2.8337405379359852,-584.6994147374298,-1065.5842988059678,-681.93116390877
341,Q06643_1_1__Q9ULD9_583_604,Q06643_1_1,19,2,10.519307538591644,0.10526315789473684,-0.014341022170495599,2.881670196726436,Q9ULD9_583_604,22,-6,6.832932549024684,-0.2727272727272727,1.3814643110588951,1.6290960508210743,0.43211780416325973,0.3105878431374856,11.616,-2.0,12,-0.08373205741626794,0.0,41,-0.6000565287596771,0.6835616444441998,0.0,2.2553831237737554,2.9269648734600224,2.311248299500957,2.311248299500957,-153.8207872349567,-845.2104802105707,-204.76149865403093
342,Q06787_2_1__O75132_18_33,Q06787_2_1,25,6,16.14000257006227,0.24,1.4382215841863075,3.6540931763678355,O75132_18_33,16,-4,4.129392895035796,-0.25,-0.2920821684782737,1.2087263452056674,0.45184357937111397,0.25808705593973724,11.673000000000002,1.0,24,-0.0050000000000000044,-3.0,41,-0.660260886792997,0.5730697078540169,0.0,2.4314097607867513,3.3731204560849823,3.3188066029489085,3.3188066029489085,-1713.141806826172,-2361.1330271363827,-2083.5628385113932
343,Q06787_2_2__Q02447_546_562,Q06787_2_2,30,7,18.9030013009449,0.23333333333333334,1.790919819699501,3.833987620134002,Q02447_546_562,17,-5,4.702117108266277,-0.29411764705882354,0.8942932912455351,1.3176979309828925,0.45334758369024675,0.2765951240156634,13.230999999999998,1.0,35,-0.0303921568627451,-4.0,47,-0.6612847933733917,1.3426065554725182,0.0,2.5758427755584474,3.4383427641423827,3.3462741728305168,3.3462741728305168,-1847.0977936347754,-2743.73879590524,-2219.5972232350423
344,Q07092_6_1__Q15047_191_205,Q07092_6_1,21,1,9.572386869634157,0.047619047619047616,-0.19335087638056012,2.4172538470466636,Q15047_191_205,15,-1,6.527418476129606,-0.06666666666666667,-0.2894944528432403,2.0300925573105735,0.44549458895751437,0.43516123174197374,10.151,0.0,1,-0.009523809523809525,-1.0,36,-0.6118617229912124,-0.2414226646119002,0.0,2.2236732021786185,2.6620150743651707,0.7244682676505593,0.5117620861737812,17.275297716811927,-459.2139518804312,3.249092578637908
345,Q07092_6_3__P42224_151_169,Q07092_6_3,15,1,7.31245224836549,0.06666666666666667,-0.045477516986947866,2.255898960458486,P42224_151_169,19,-5,5.588472579333086,-0.2631578947368421,1.1378234811050718,1.5668254141331306,0.3908134761560361,0.2941301357543729,9.64,-2.0,5,-0.09824561403508772,1.0,34,-0.5358379307968649,0.546172982059062,0.0,1.9113621872958082,2.8011466833382923,2.338431398172808,2.338431398172808,-181.88813016537375,-632.625485103503,-217.98740337190716
346,Q07092_6_3__Q9NYW8_55_70,Q07092_6_3,15,1,7.31245224836549,0.06666666666666667,-0.045477516986947866,2.255898960458486,Q9NYW8_55_70,16,-2,7.145277148699273,-0.125,-0.08548252969294912,2.058467252565264,0.46703831917570193,0.4465798217937046,8.703,-0.5,2,-0.029166666666666667,-0.5,31,-0.6314545923941387,-0.06548002333994848,0.0,2.1571831065118747,2.6157962689908363,2.353362744473769,2.353362744473769,-186.69346434538159,-412.8537835499111,-225.61228520402705
347,Q07092_6_4__Q68CP9_440_457,Q07092_6_4,18,1,8.333591542052718,0.05555555555555555,-0.08296831569713516,2.293407033936921,Q68CP9_440_457,18,-2,8.314029994982876,-0.1111111111111111,0.1338554918198532,2.318332258206306,0.462433931584322,0.46189055527682643,10.221,-0.5,2,-0.027777777777777776,-0.5,36,-0.6521899980195951,0.025443588061359025,0.0,2.3058696460716135,2.66874557459272,2.1683376340627625,2.1683376340627625,-101.90230137230915,-466.38607444357206,-147.3457569096658
